instance,toulbar2,tb2incop,mplp2,cplexdirect,cplextuple
WCSP/Auction/cat_paths_60_110_0004.uai,7.37915,7.37915,7.43668,7.37915,7.37915
WCSP/Auction/cat_sched_60_80_0004.uai,8.89363,8.89363,8.89363,8.89363,8.89363
WCSP/Auction/cat_sched_60_110_0000.uai,8.94244,8.94244,8.94244,8.94244,8.94244
WCSP/Auction/cat_paths_60_110_0002.uai,7.24775,7.24775,7.26702,7.24775,7.24775
WCSP/Auction/cat_paths_60_130_0004.uai,7.74196,7.74196,7.87087,7.74196,7.74196
WCSP/Auction/cat_paths_60_80_0002.uai,6.70178,6.70178,6.70816,6.70178,6.70178
WCSP/Auction/cat_paths_60_80_0006.uai,7.09605,7.09605,7.09605,7.09605,7.09605
WCSP/Auction/cat_paths_60_90_0006.uai,7.26623,7.26623,7.40244,7.26623,7.26623
WCSP/Auction/cat_paths_60_130_0003.uai,7.65359,7.65359,7.74414,7.65359,7.65359
WCSP/Auction/cat_paths_60_130_0006.uai,7.41206,7.41206,7.51262,7.41206,7.41206
WCSP/Auction/cat_paths_60_100_0006.uai,7.43274,7.43274,7.49178,7.43274,7.43274
WCSP/Auction/cat_sched_60_90_0005.uai,8.82055,8.82055,8.82055,8.82055,8.82055
WCSP/Auction/cat_paths_60_170_0006.uai,7.86202,7.86202,7.99528,7.86202,7.86202
WCSP/Auction/cat_sched_60_140_0001.uai,8.90185,8.90185,8.94464,8.90185,8.90185
WCSP/Auction/cat_sched_60_70_0003.uai,8.99577,8.99577,8.99577,8.99577,8.99577
WCSP/Auction/cat_sched_60_90_0004.uai,8.88056,8.88056,8.88056,8.88056,8.88056
WCSP/Auction/cat_paths_60_80_0000.uai,7.24124,7.24124,7.24559,7.24124,7.24124
WCSP/Auction/cat_sched_60_160_0000.uai,8.81733,8.81733,8.85845,8.81733,8.81733
WCSP/Auction/cat_paths_60_170_0005.uai,7.63398,7.63398,7.77046,7.63398,7.63398
WCSP/Auction/cat_sched_60_110_0002.uai,8.95094,8.95094,8.95094,8.95094,8.95094
WCSP/Auction/cat_sched_60_170_0005.uai,8.96603,8.96603,8.97216,8.96603,8.96603
WCSP/Auction/cat_sched_60_190_0004.uai,8.9832,8.9832,8.98623,8.9832,8.9832
WCSP/Auction/cat_paths_60_140_0005.uai,7.74217,7.74217,7.86995,7.74217,7.74217
WCSP/Auction/cat_paths_60_80_0004.uai,6.93516,6.93516,6.98892,6.93516,6.93516
WCSP/Auction/cat_sched_60_100_0004.uai,9.02857,9.02857,9.02857,9.02857,9.02857
WCSP/Auction/cat_sched_60_90_0003.uai,9.00121,9.00121,9.00121,9.00121,9.00121
WCSP/Auction/cat_paths_60_170_0000.uai,7.94877,7.94877,8.02918,7.94877,7.94877
WCSP/Auction/cat_sched_60_140_0005.uai,9.0294,9.0294,9.0294,9.0294,9.0294
WCSP/Auction/cat_sched_60_160_0005.uai,8.95739,8.95739,8.95739,8.95739,8.95739
WCSP/Auction/cat_paths_60_120_0003.uai,7.40595,7.40595,7.45985,7.40595,7.40595
WCSP/Auction/cat_paths_60_160_0004.uai,7.78327,7.78327,7.86504,7.78327,7.78327
WCSP/Auction/cat_paths_60_70_0000.uai,7.06829,7.06829,7.06829,7.06829,7.06829
WCSP/Auction/cat_sched_60_150_0001.uai,8.86801,8.86801,8.95474,8.86801,8.86801
WCSP/Auction/cat_sched_60_80_0003.uai,8.89982,8.89982,8.89982,8.89982,8.89982
WCSP/Auction/cat_sched_60_140_0004.uai,9.01578,9.01578,9.01578,9.01578,9.01578
WCSP/Auction/cat_paths_60_110_0001.uai,7.32582,7.32582,7.43317,7.32582,7.32582
WCSP/Auction/cat_paths_60_160_0001.uai,7.52817,7.52817,7.65409,7.52817,7.52817
WCSP/Auction/cat_paths_60_150_0005.uai,7.71754,7.71754,7.87267,7.71754,7.71754
WCSP/Auction/cat_sched_60_160_0004.uai,9.03881,9.03881,9.03881,9.03881,9.03881
WCSP/Auction/cat_sched_60_180_0004.uai,8.95484,8.95484,8.9867,8.95484,8.95484
WCSP/Auction/cat_sched_60_130_0005.uai,8.92284,8.92284,8.92284,8.92284,8.92284
WCSP/Auction/cat_paths_60_90_0002.uai,7.4755,7.4755,7.47696,7.4755,7.4755
WCSP/Auction/cat_paths_60_100_0003.uai,7.33611,7.33611,7.42564,7.33611,7.33611
WCSP/Auction/cat_sched_60_150_0000.uai,9.03128,9.03128,9.03128,9.03128,9.03128
WCSP/Auction/cat_paths_60_160_0007.uai,7.75935,7.75935,7.8843,7.75935,7.75935
WCSP/Auction/cat_sched_60_90_0002.uai,9.02073,9.02073,9.02073,9.02073,9.02073
WCSP/Auction/cat_sched_60_110_0001.uai,8.84891,8.84891,8.8734,8.84891,8.84891
WCSP/Auction/cat_paths_60_140_0000.uai,7.50281,7.50281,7.62497,7.50281,7.50281
WCSP/Auction/cat_sched_60_180_0000.uai,8.89151,8.89151,8.90774,8.89151,8.89151
WCSP/Auction/cat_sched_60_180_0002.uai,9.0379,9.0379,9.0379,9.0379,9.0379
WCSP/Auction/cat_paths_60_90_0007.uai,7.45588,7.45588,7.52341,7.45588,7.45588
WCSP/Auction/cat_sched_60_200_0000.uai,8.95364,8.95364,8.97904,8.95364,8.95364
WCSP/Auction/cat_paths_60_120_0005.uai,7.39669,7.39669,7.47317,7.39669,7.39669
WCSP/Auction/cat_sched_60_190_0002.uai,8.92942,8.92942,8.97305,8.92942,8.92942
WCSP/Warehouse/cap84.uai,1.34543,1.34543,1.34543,1.34543,1.34543
WCSP/Warehouse/capmp4.uai,0.286381,0.286381,8.76726,inf,inf
WCSP/Warehouse/cap131.uai,1.19194,1.19194,1.19194,1.19194,1.19194
WCSP/Warehouse/capc.uai,0.953263,1.14851,4.64516,inf,inf
WCSP/Warehouse/cap82.uai,1.2992,1.2992,1.2992,1.2992,1.2992
WCSP/Warehouse/cap81.uai,1.23542,1.23542,1.23542,1.23542,1.23542
WCSP/Warehouse/cap104.uai,1.34543,1.34543,1.34543,1.34543,1.34543
WCSP/Warehouse/capb.uai,0.901335,0.940948,5.33027,inf,inf
WCSP/Warehouse/capmq1.uai,inf,inf,inf,inf,inf
WCSP/Warehouse/cap112.uai,1.23,1.23,1.23,1.23,1.23
WCSP/Warehouse/cap83.uai,1.33222,1.33222,1.33222,1.33222,1.33222
WCSP/Warehouse/capmq4.uai,inf,inf,inf,inf,inf
WCSP/Warehouse/cap124.uai,1.22427,1.22427,1.22427,1.22427,1.22427
WCSP/Warehouse/cap43.uai,1.62595,1.62595,1.62595,1.62595,1.62595
WCSP/Warehouse/cap132.uai,1.23,1.23,1.23,1.23,1.23
WCSP/Warehouse/cap121.uai,1.19194,1.19194,1.19194,1.19194,1.19194
WCSP/Warehouse/cap94.uai,1.34543,1.34543,1.34543,1.34543,1.34543
WCSP/Warehouse/cap62.uai,1.594,1.594,1.594,1.594,1.594
WCSP/Warehouse/cap102.uai,1.2992,1.2992,1.2992,1.2992,1.2992
WCSP/Warehouse/capa.uai,0.663658,0.663658,7.07297,inf,inf
WCSP/Warehouse/cap41.uai,1.54079,1.54079,1.54079,1.54079,1.54079
WCSP/Warehouse/cap64.uai,1.63302,1.63302,1.63302,1.63302,1.63302
WCSP/Warehouse/cap44.uai,1.63302,1.63302,1.63302,1.63302,1.63302
WCSP/Warehouse/capmp1.uai,0.32954,0.32954,8.70139,inf,inf
WCSP/Warehouse/capmq5.uai,inf,inf,inf,inf,inf
WCSP/Warehouse/cap101.uai,1.23542,1.23542,1.23542,1.23542,1.23542
WCSP/Warehouse/capmq2.uai,inf,inf,inf,inf,inf
WCSP/Warehouse/cap133.uai,1.24233,1.24233,1.24233,1.24233,1.24233
WCSP/Warehouse/cap103.uai,1.33222,1.33222,1.33222,1.33222,1.33222
WCSP/Warehouse/cap122.uai,1.23,1.23,1.23,1.23,1.23
WCSP/Warehouse/cap74.uai,1.63302,1.63302,1.63302,1.63302,1.63302
WCSP/Warehouse/cap91.uai,1.23542,1.23542,1.23542,1.23542,1.23542
WCSP/Warehouse/capmo5.uai,0.52484,0.52484,2.18488,0.704853,8.8095
WCSP/Warehouse/capmp2.uai,0.287751,0.287751,4.83878,inf,inf
WCSP/Warehouse/capmp5.uai,0.286771,0.286771,5.13788,inf,inf
WCSP/Warehouse/capmo2.uai,0.585679,0.585679,2.37265,inf,inf
WCSP/Warehouse/capmq3.uai,inf,inf,inf,inf,inf
WCSP/Warehouse/cap93.uai,1.33222,1.33222,1.33222,1.33222,1.33222
WCSP/Warehouse/capmo1.uai,0.646785,0.646785,8.57025,0.861034,inf
WCSP/Warehouse/cap71.uai,1.54079,1.54079,1.54079,1.54079,1.54079
WCSP/Warehouse/cap73.uai,1.62595,1.62595,1.62595,1.62595,1.62595
WCSP/Warehouse/cap61.uai,1.54079,1.54079,1.54079,1.54079,1.54079
WCSP/Warehouse/cap63.uai,1.62595,1.62595,1.62595,1.62595,1.62595
WCSP/Warehouse/cap111.uai,1.19194,1.19194,1.19194,1.19194,1.19194
WCSP/Warehouse/cap134.uai,1.22427,1.22427,1.22427,1.22427,1.22427
WCSP/Warehouse/cap72.uai,1.594,1.594,1.594,1.594,1.594
WCSP/Warehouse/cap92.uai,1.2992,1.2992,1.2992,1.2992,1.2992
WCSP/Warehouse/cap42.uai,1.594,1.594,1.594,1.594,1.594
WCSP/Warehouse/cap51.uai,1.62595,1.62595,1.62595,1.62595,1.62595
WCSP/Warehouse/capmo3.uai,0.560198,0.560198,8.54489,0.711569,inf
WCSP/Warehouse/capmo4.uai,0.554789,0.554789,2.16272,0.744517,8.75745
WCSP/Warehouse/capmp3.uai,0.275371,0.275371,5.0275,inf,inf
WCSP/Warehouse/cap113.uai,1.24233,1.24233,1.24233,1.24233,1.24233
WCSP/Warehouse/cap114.uai,1.22427,1.22427,1.22427,1.22427,1.22427
WCSP/Warehouse/cap123.uai,1.24233,1.24233,1.24233,1.24233,1.24233
UAI/Grid/grid80x80.f5_digit2.uai,9553.52,9135.18,11289.3,32335.6,8520.28
UAI/Grid/grid80x80.f15_digit2.uai,7783.39,7445.47,8720.59,29855.5,15520.0
UAI/Grid/grid80x80.f15.wrap_digit2.uai,8107.83,7711.15,10271.0,21319.3,13681.5
UAI/Grid/grid80x80.f10_digit2.uai,8174.63,7894.83,10004.8,30343.2,14958.5
UAI/Grid/grid40x40.f5.wrap_digit2.uai,2430.81,2321.53,2191.79,2164.72,2164.72
UAI/Grid/grid20x20.f15_digit2.uai,424.031,407.463,395.998,395.446,395.446
UAI/Grid/grid40x40.f10_digit2.uai,1904.8,1837.85,1722.86,1715.96,1715.96
UAI/Grid/grid20x20.f10_digit2.uai,439.071,436.963,424.292,424.292,424.292
UAI/Grid/grid80x80.f2.wrap_digit2.uai,12827.8,12410.8,13426.5,11928.2,11928.2
